"Denominator";"Numerator";"Rate";"FirstServiceEncounter";"LastServiceEncounter";"MissingMeasureReasonCode";"CountyOidExtension";"CountyName";"MeasurePeriodStart";"MeasurePeriodEnd"
;;;2011-05-27;2011-05-27;"MSK";"06";"Jönköpings län";2011-05-01;2011-05-31
;;;2011-05-24;2011-05-24;"MSK";"07";"Kronoberg";2011-05-01;2011-05-31
;;;2011-05-12;2011-05-12;"MSK";"08";"Kalmar län";2011-05-01;2011-05-31
;;;2011-05-03;2011-05-31;"MSK";"10";"Blekinge";2011-05-01;2011-05-31
24;21;0,875;2011-05-02;2011-05-31;;"12";"Skåne";2011-05-01;2011-05-31
;;;2011-05-10;2011-05-17;"MSK";"13";"Halland";2011-05-01;2011-05-31
17;16;0,941176470588235;2011-05-02;2011-05-26;;"14";"Västra Götaland";2011-05-01;2011-05-31
;;;2011-05-03;2011-05-13;"MSK";"17";"Värmland";2011-05-01;2011-05-31
;;;2011-05-06;2011-05-27;"MSK";"18";"Örebro län";2011-05-01;2011-05-31
;;;2011-05-06;2011-05-31;"MSK";"20";"Dalarna";2011-05-01;2011-05-31
;;;2011-05-02;2011-05-26;"MSK";"21";"Gävleborg";2011-05-01;2011-05-31
;;;2011-05-11;2011-05-11;"MSK";"22";"Västernorrland";2011-05-01;2011-05-31
;;;2011-05-25;2011-05-25;"MSK";"23";"Jämtland";2011-05-01;2011-05-31
;;;2011-05-04;2011-05-18;"MSK";"24";"Västerbotten";2011-05-01;2011-05-31
;;;2011-05-04;2011-05-18;"MSK";"25";"Norrbotten";2011-05-01;2011-05-31
22;21;0,954545454545455;2011-06-01;2011-06-29;;"01";"Stockholms län";2011-06-01;2011-06-30
;;;2011-06-09;2011-06-30;"MSK";"05";"Östergötland";2011-06-01;2011-06-30
;;;2011-06-08;2011-06-30;"MSK";"06";"Jönköpings län";2011-06-01;2011-06-30
;;;2011-06-07;2011-06-07;"MSK";"07";"Kronoberg";2011-06-01;2011-06-30
;;;2011-06-09;2011-06-30;"MSK";"08";"Kalmar län";2011-06-01;2011-06-30
;;;2011-06-07;2011-06-28;"MSK";"10";"Blekinge";2011-06-01;2011-06-30
12;10;0,833333333333333;2011-06-07;2011-06-30;;"12";"Skåne";2011-06-01;2011-06-30
;;;2011-06-09;2011-06-28;"MSK";"13";"Halland";2011-06-01;2011-06-30
16;15;0,9375;2011-06-09;2011-06-30;;"14";"Västra Götaland";2011-06-01;2011-06-30
;;;2011-06-01;2011-06-17;"MSK";"17";"Värmland";2011-06-01;2011-06-30
;;;2011-06-10;2011-06-17;"MSK";"18";"Örebro län";2011-06-01;2011-06-30
;;;2011-06-10;2011-06-10;"MSK";"19";"Västmanland";2011-06-01;2011-06-30
;;;2011-06-07;2011-06-16;"MSK";"21";"Gävleborg";2011-06-01;2011-06-30
;;;2011-06-01;2011-06-28;"MSK";"22";"Västernorrland";2011-06-01;2011-06-30
;;;2011-06-01;2011-06-22;"MSK";"23";"Jämtland";2011-06-01;2011-06-30
;;;2011-06-01;2011-06-29;"MSK";"24";"Västerbotten";2011-06-01;2011-06-30
;;;2011-06-01;2011-06-08;"MSK";"25";"Norrbotten";2011-06-01;2011-06-30
18;17;0,944444444444444;2011-07-04;2011-07-27;;"01";"Stockholms län";2011-07-01;2011-07-31
;;;2011-07-19;2011-07-26;"MSK";"03";"Uppsala län";2011-07-01;2011-07-31
;;;2011-07-01;2011-07-22;"MSK";"04";"Sörmland";2011-07-01;2011-07-31
;;;2011-07-07;2011-07-28;"MSK";"05";"Östergötland";2011-07-01;2011-07-31
;;;2011-07-13;2011-07-29;"MSK";"06";"Jönköpings län";2011-07-01;2011-07-31
;;;2011-07-26;2011-07-26;"MSK";"07";"Kronoberg";2011-07-01;2011-07-31
;;;2011-07-28;2011-07-28;"MSK";"08";"Kalmar län";2011-07-01;2011-07-31
;;;2011-07-27;2011-07-27;"MSK";"09";"Gotland";2011-07-01;2011-07-31
;;;2011-07-12;2011-07-19;"MSK";"10";"Blekinge";2011-07-01;2011-07-31
19;17;0,894736842105263;2011-07-05;2011-07-29;;"12";"Skåne";2011-07-01;2011-07-31
;;;2011-07-14;2011-07-14;"MSK";"13";"Halland";2011-07-01;2011-07-31
15;15;1;2011-07-07;2011-07-28;;"14";"Västra Götaland";2011-07-01;2011-07-31
;;;2011-07-01;2011-07-29;"MSK";"17";"Värmland";2011-07-01;2011-07-31
;;;2011-07-22;2011-07-29;"MSK";"18";"Örebro län";2011-07-01;2011-07-31
;;;2011-07-05;2011-07-12;"MSK";"19";"Västmanland";2011-07-01;2011-07-31
;;;2011-07-01;2011-07-08;"MSK";"20";"Dalarna";2011-07-01;2011-07-31
;;;2011-07-28;2011-07-29;"MSK";"21";"Gävleborg";2011-07-01;2011-07-31
;;;2011-07-06;2011-07-20;"MSK";"22";"Västernorrland";2011-07-01;2011-07-31
;;;2011-07-13;2011-07-13;"MSK";"23";"Jämtland";2011-07-01;2011-07-31
;;;2011-07-07;2011-07-27;"MSK";"24";"Västerbotten";2011-07-01;2011-07-31
20;18;0,9;2011-08-01;2011-08-31;;"01";"Stockholms län";2011-08-01;2011-08-31
;;;2011-08-19;2011-08-19;"MSK";"03";"Uppsala län";2011-08-01;2011-08-31
;;;2011-08-03;2011-08-12;"MSK";"04";"Sörmland";2011-08-01;2011-08-31
;;;2011-08-04;2011-08-25;"MSK";"05";"Östergötland";2011-08-01;2011-08-31
;;;2011-08-04;2011-08-04;"MSK";"06";"Jönköpings län";2011-08-01;2011-08-31
;;;2011-08-30;2011-08-30;"MSK";"07";"Kronoberg";2011-08-01;2011-08-31
;;;2011-08-18;2011-08-25;"MSK";"08";"Kalmar län";2011-08-01;2011-08-31
;;;2011-08-30;2011-08-30;"MSK";"10";"Blekinge";2011-08-01;2011-08-31
15;12;0,8;2011-08-02;2011-08-30;;"12";"Skåne";2011-08-01;2011-08-31
;;;2011-08-01;2011-08-31;"MSK";"13";"Halland";2011-08-01;2011-08-31
16;16;1;2011-08-04;2011-08-29;;"14";"Västra Götaland";2011-08-01;2011-08-31
;;;2011-08-12;2011-08-16;"MSK";"17";"Värmland";2011-08-01;2011-08-31
;;;2011-08-05;2011-08-26;"MSK";"18";"Örebro län";2011-08-01;2011-08-31
;;;2011-08-09;2011-08-30;"MSK";"19";"Västmanland";2011-08-01;2011-08-31
;;;2011-08-02;2011-08-17;"MSK";"20";"Dalarna";2011-08-01;2011-08-31
;;;2011-08-02;2011-08-25;"MSK";"21";"Gävleborg";2011-08-01;2011-08-31
;;;2011-08-10;2011-08-17;"MSK";"22";"Västernorrland";2011-08-01;2011-08-31
;;;2011-08-15;2011-08-31;"MSK";"24";"Västerbotten";2011-08-01;2011-08-31
;;;2011-08-17;2011-08-17;"MSK";"25";"Norrbotten";2011-08-01;2011-08-31
16;16;1;2011-09-05;2011-09-28;;"01";"Stockholms län";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-27;"MSK";"03";"Uppsala län";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-23;"MSK";"04";"Sörmland";2011-09-01;2011-09-30
;;;2011-09-01;2011-09-29;"MSK";"05";"Östergötland";2011-09-01;2011-09-30
;;;2011-09-22;2011-09-29;"MSK";"06";"Jönköpings län";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-06;"MSK";"07";"Kronoberg";2011-09-01;2011-09-30
;;;2011-09-22;2011-09-22;"MSK";"08";"Kalmar län";2011-09-01;2011-09-30
;;;2011-09-26;2011-09-26;"MSK";"09";"Gotland";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-13;"MSK";"10";"Blekinge";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-28;"MSK";"12";"Skåne";2011-09-01;2011-09-30
;;;2011-09-12;2011-09-27;"MSK";"13";"Halland";2011-09-01;2011-09-30
27;20;0,740740740740741;2011-09-01;2011-09-29;;"14";"Västra Götaland";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-30;"MSK";"17";"Värmland";2011-09-01;2011-09-30
;;;2011-09-09;2011-09-23;"MSK";"18";"Örebro län";2011-09-01;2011-09-30
;;;2011-09-02;2011-09-30;"MSK";"19";"Västmanland";2011-09-01;2011-09-30
;;;2011-09-02;2011-09-30;"MSK";"20";"Dalarna";2011-09-01;2011-09-30
;;;2011-09-01;2011-09-22;"MSK";"21";"Gävleborg";2011-09-01;2011-09-30
;;;2011-09-14;2011-09-21;"MSK";"22";"Västernorrland";2011-09-01;2011-09-30
;;;2011-09-06;2011-09-16;"MSK";"24";"Västerbotten";2011-09-01;2011-09-30
;;;2011-09-15;2011-09-28;"MSK";"25";"Norrbotten";2011-09-01;2011-09-30
17;14;0,823529411764706;2011-10-03;2011-10-31;;"01";"Stockholms län";2011-10-01;2011-10-31
;;;2011-10-18;2011-10-25;"MSK";"03";"Uppsala län";2011-10-01;2011-10-31
;;;2011-10-14;2011-10-25;"MSK";"04";"Sörmland";2011-10-01;2011-10-31
;;;2011-10-03;2011-10-20;"MSK";"05";"Östergötland";2011-10-01;2011-10-31
;;;2011-10-13;2011-10-13;"MSK";"06";"Jönköpings län";2011-10-01;2011-10-31
;;;2011-10-04;2011-10-26;"MSK";"07";"Kronoberg";2011-10-01;2011-10-31
;;;2011-10-06;2011-10-27;"MSK";"08";"Kalmar län";2011-10-01;2011-10-31
;;;2011-10-11;2011-10-18;"MSK";"10";"Blekinge";2011-10-01;2011-10-31
24;23;0,958333333333333;2011-10-04;2011-10-27;;"12";"Skåne";2011-10-01;2011-10-31
;;;2011-10-03;2011-10-18;"MSK";"13";"Halland";2011-10-01;2011-10-31
26;25;0,961538461538462;2011-10-03;2011-10-27;;"14";"Västra Götaland";2011-10-01;2011-10-31
;;;2011-10-10;2011-10-26;"MSK";"18";"Örebro län";2011-10-01;2011-10-31
;;;2011-10-14;2011-10-21;"MSK";"19";"Västmanland";2011-10-01;2011-10-31
;;;2011-10-21;2011-10-21;"MSK";"20";"Dalarna";2011-10-01;2011-10-31
;;;2011-10-06;2011-10-06;"MSK";"21";"Gävleborg";2011-10-01;2011-10-31
;;;2011-10-05;2011-10-26;"MSK";"22";"Västernorrland";2011-10-01;2011-10-31
;;;2011-10-19;2011-10-26;"MSK";"24";"Västerbotten";2011-10-01;2011-10-31
;;;2011-10-19;2011-10-26;"MSK";"25";"Norrbotten";2011-10-01;2011-10-31
34;34;1;2011-11-02;2011-11-30;;"01";"Stockholms län";2011-11-01;
;;;2011-11-08;2011-11-17;"MSK";"03";"Uppsala län";2011-11-01;
;;;2011-11-11;2011-11-25;"MSK";"04";"Sörmland";2011-11-01;
;;;2011-11-03;2011-11-25;"MSK";"05";"Östergötland";2011-11-01;
;;;2011-11-03;2011-11-17;"MSK";"06";"Jönköpings län";2011-11-01;
;;;2011-11-04;2011-11-04;"MSK";"07";"Kronoberg";2011-11-01;
;;;2011-11-10;2011-11-24;"MSK";"08";"Kalmar län";2011-11-01;
;;;2011-11-14;2011-11-14;"MSK";"09";"Gotland";2011-11-01;
14;10;0,714285714285714;2011-11-01;2011-11-30;;"12";"Skåne";2011-11-01;
;;;2011-11-01;2011-11-25;"MSK";"13";"Halland";2011-11-01;
19;17;0,894736842105263;2011-11-10;2011-11-29;;"14";"Västra Götaland";2011-11-01;
;;;2011-11-04;2011-11-11;"MSK";"17";"Värmland";2011-11-01;
;;;2011-11-08;2011-11-30;"MSK";"19";"Västmanland";2011-11-01;
;;;2011-11-04;2011-11-10;"MSK";"20";"Dalarna";2011-11-01;
;;;2011-11-03;2011-11-10;"MSK";"21";"Gävleborg";2011-11-01;
;;;2011-11-18;2011-11-18;"MSK";"22";"Västernorrland";2011-11-01;
;;;2011-11-30;2011-11-30;"MSK";"23";"Jämtland";2011-11-01;
;;;2011-11-23;2011-11-30;"MSK";"24";"Västerbotten";2011-11-01;
;;;2011-11-23;2011-11-30;"MSK";"25";"Norrbotten";2011-11-01;
25;25;1;2011-12-05;2011-12-28;;"01";"Stockholms län";2011-12-01;2011-12-31
;;;2011-12-19;2011-12-20;"MSK";"03";"Uppsala län";2011-12-01;2011-12-31
;;;2011-12-09;2011-12-30;"MSK";"04";"Sörmland";2011-12-01;2011-12-31
;;;2011-12-01;2011-12-26;"MSK";"05";"Östergötland";2011-12-01;2011-12-31
;;;2011-12-08;2011-12-22;"MSK";"06";"Jönköpings län";2011-12-01;2011-12-31
;;;2011-12-06;2011-12-06;"MSK";"07";"Kronoberg";2011-12-01;2011-12-31
;;;2011-12-01;2011-12-22;"MSK";"08";"Kalmar län";2011-12-01;2011-12-31
;;;2011-12-28;2011-12-28;"MSK";"09";"Gotland";2011-12-01;2011-12-31
;;;2011-12-04;2011-12-04;"MSK";"10";"Blekinge";2011-12-01;2011-12-31
12;9;0,75;2011-12-06;2011-12-27;;"12";"Skåne";2011-12-01;2011-12-31
;;;2011-12-06;2011-12-27;"MSK";"13";"Halland";2011-12-01;2011-12-31
28;24;0,857142857142857;2011-12-01;2011-12-30;;"14";"Västra Götaland";2011-12-01;2011-12-31
;;;2011-12-02;2011-12-09;"MSK";"17";"Värmland";2011-12-01;2011-12-31
;;;2011-12-02;2011-12-21;"MSK";"18";"Örebro län";2011-12-01;2011-12-31
;;;2011-12-06;2011-12-06;"MSK";"19";"Västmanland";2011-12-01;2011-12-31
;;;2011-12-02;2011-12-30;"MSK";"20";"Dalarna";2011-12-01;2011-12-31
;;;2011-12-15;2011-12-30;"MSK";"21";"Gävleborg";2011-12-01;2011-12-31
;;;2011-12-22;2011-12-22;"MSK";"23";"Jämtland";2011-12-01;2011-12-31
;;;2011-12-08;2011-12-30;"MSK";"24";"Västerbotten";2011-12-01;2011-12-31
;;;2011-12-07;2011-12-24;"MSK";"25";"Norrbotten";2011-12-01;2011-12-31
22;20;0,909090909090909;2012-01-02;2012-01-30;;"01";"Stockholms län";2012-01-01;2012-01-31
;;;2012-01-10;2012-01-31;"MSK";"03";"Uppsala län";2012-01-01;2012-01-31
10;8;0,8;2012-01-04;2012-01-26;;"05";"Östergötland";2012-01-01;2012-01-31
;;;2012-01-12;2012-01-19;"MSK";"06";"Jönköpings län";2012-01-01;2012-01-31
;;;2012-01-10;2012-01-31;"MSK";"07";"Kronoberg";2012-01-01;2012-01-31
;;;2012-01-05;2012-01-26;"MSK";"08";"Kalmar län";2012-01-01;2012-01-31
;;;2012-01-09;2012-01-16;"MSK";"09";"Gotland";2012-01-01;2012-01-31
;;;2012-01-24;2012-01-24;"MSK";"10";"Blekinge";2012-01-01;2012-01-31
21;18;0,857142857142857;2012-01-03;2012-01-31;;"12";"Skåne";2012-01-01;2012-01-31
;;;2012-01-24;2012-01-24;"MSK";"13";"Halland";2012-01-01;2012-01-31
22;21;0,954545454545455;2012-01-05;2012-01-26;;"14";"Västra Götaland";2012-01-01;2012-01-31
;;;2012-01-13;2012-01-27;"MSK";"17";"Värmland";2012-01-01;2012-01-31
;;;2012-01-04;2012-01-26;"MSK";"18";"Örebro län";2012-01-01;2012-01-31
;;;2012-01-10;2012-01-31;"MSK";"19";"Västmanland";2012-01-01;2012-01-31
;;;2012-01-03;2012-01-24;"MSK";"21";"Gävleborg";2012-01-01;2012-01-31
;;;2012-01-11;2012-01-25;"MSK";"22";"Västernorrland";2012-01-01;2012-01-31
;;;2012-01-03;2012-01-03;"MSK";"23";"Jämtland";2012-01-01;2012-01-31
;;;2012-01-25;2012-01-25;"MSK";"24";"Västerbotten";2012-01-01;2012-01-31
;;;2012-01-04;2012-01-18;"MSK";"25";"Norrbotten";2012-01-01;2012-01-31
28;28;1;2012-02-01;2012-02-29;;"01";"Stockholms län";2012-02-01;
;;;2012-02-07;2012-02-21;"MSK";"03";"Uppsala län";2012-02-01;
;;;2012-02-17;2012-02-17;"MSK";"04";"Sörmland";2012-02-01;
;;;2012-02-02;2012-02-27;"MSK";"05";"Östergötland";2012-02-01;
;;;2012-02-02;2012-02-27;"MSK";"06";"Jönköpings län";2012-02-01;
;;;2012-02-07;2012-02-21;"MSK";"07";"Kronoberg";2012-02-01;
;;;2012-02-02;2012-02-28;"MSK";"08";"Kalmar län";2012-02-01;
;;;2012-02-27;2012-02-27;"MSK";"09";"Gotland";2012-02-01;
;;;2012-02-28;2012-02-28;"MSK";"10";"Blekinge";2012-02-01;
12;12;1;2012-02-07;2012-02-28;;"12";"Skåne";2012-02-01;
;;;2012-02-02;2012-02-27;"MSK";"13";"Halland";2012-02-01;
22;20;0,909090909090909;2012-02-02;2012-02-28;;"14";"Västra Götaland";2012-02-01;
;;;2012-02-10;2012-02-24;"MSK";"17";"Värmland";2012-02-01;
;;;2012-02-03;2012-02-27;"MSK";"18";"Örebro län";2012-02-01;
;;;2012-02-03;2012-02-14;"MSK";"19";"Västmanland";2012-02-01;
;;;2012-02-01;2012-02-27;"MSK";"21";"Gävleborg";2012-02-01;
;;;2012-02-01;2012-02-22;"MSK";"22";"Västernorrland";2012-02-01;
;;;2012-02-01;2012-02-08;"MSK";"23";"Jämtland";2012-02-01;
;;;2012-02-01;2012-02-29;"MSK";"24";"Västerbotten";2012-02-01;
;;;2012-02-01;2012-02-29;"MSK";"25";"Norrbotten";2012-02-01;
25;25;1;2012-03-05;2012-03-28;;"01";"Stockholms län";2012-03-01;2012-03-31
;;;2012-03-12;2012-03-20;"MSK";"03";"Uppsala län";2012-03-01;2012-03-31
;;;2012-03-09;2012-03-30;"MSK";"04";"Sörmland";2012-03-01;2012-03-31
;;;2012-03-01;2012-03-12;"MSK";"05";"Östergötland";2012-03-01;2012-03-31
;;;2012-03-01;2012-03-29;"MSK";"06";"Jönköpings län";2012-03-01;2012-03-31
;;;2012-03-27;2012-03-27;"UNK";"07";"Kronoberg";2012-03-01;2012-03-31
;;;2012-03-01;2012-03-22;"MSK";"08";"Kalmar län";2012-03-01;2012-03-31
;;;2012-03-13;2012-03-28;"MSK";"10";"Blekinge";2012-03-01;2012-03-31
18;18;1;2012-03-06;2012-03-27;;"12";"Skåne";2012-03-01;2012-03-31
;;;2012-03-01;2012-03-27;"MSK";"13";"Halland";2012-03-01;2012-03-31
27;24;0,888888888888889;2012-03-01;2012-03-29;;"14";"Västra Götaland";2012-03-01;2012-03-31
;;;2012-03-21;2012-03-23;"MSK";"17";"Värmland";2012-03-01;2012-03-31
;;;2012-03-09;2012-03-20;"MSK";"18";"Örebro län";2012-03-01;2012-03-31
;;;2012-03-02;2012-03-28;"MSK";"19";"Västmanland";2012-03-01;2012-03-31
;;;2012-03-02;2012-03-09;"MSK";"20";"Dalarna";2012-03-01;2012-03-31
;;;2012-03-06;2012-03-30;"MSK";"21";"Gävleborg";2012-03-01;2012-03-31
;;;2012-03-07;2012-03-21;"MSK";"22";"Västernorrland";2012-03-01;2012-03-31
;;;2012-03-07;2012-03-21;"MSK";"23";"Jämtland";2012-03-01;2012-03-31
;;;2012-03-21;2012-03-21;"MSK";"24";"Västerbotten";2012-03-01;2012-03-31
;;;2012-03-14;2012-03-14;"MSK";"25";"Norrbotten";2012-03-01;2012-03-31
17;17;1;2012-04-04;2012-04-25;;"01";"Stockholms län";2012-04-01;2012-04-30
;;;2012-04-03;2012-04-24;"MSK";"03";"Uppsala län";2012-04-01;2012-04-30
;;;2012-04-12;2012-04-13;"MSK";"04";"Sörmland";2012-04-01;2012-04-30
;;;2012-04-05;2012-04-19;"MSK";"05";"Östergötland";2012-04-01;2012-04-30
;;;2012-04-05;2012-04-19;"MSK";"06";"Jönköpings län";2012-04-01;2012-04-30
;;;2012-04-03;2012-04-11;"MSK";"07";"Kronoberg";2012-04-01;2012-04-30
;;;2012-04-02;2012-04-02;"MSK";"08";"Kalmar län";2012-04-01;2012-04-30
;;;2012-04-03;2012-04-16;"MSK";"10";"Blekinge";2012-04-01;2012-04-30
13;12;0,923076923076923;2012-04-03;2012-04-24;;"12";"Skåne";2012-04-01;2012-04-30
;;;2012-04-03;2012-04-17;"MSK";"13";"Halland";2012-04-01;2012-04-30
16;16;1;2012-04-03;2012-04-26;;"14";"Västra Götaland";2012-04-01;2012-04-30
;;;2012-04-13;2012-04-27;"MSK";"17";"Värmland";2012-04-01;2012-04-30
;;;2012-04-09;2012-04-27;"MSK";"18";"Örebro län";2012-04-01;2012-04-30
;;;2012-04-13;2012-04-27;"MSK";"19";"Västmanland";2012-04-01;2012-04-30
;;;2012-04-13;2012-04-27;"MSK";"20";"Dalarna";2012-04-01;2012-04-30
;;;2012-04-03;2012-04-27;"MSK";"21";"Gävleborg";2012-04-01;2012-04-30
;;;2012-04-25;2012-04-25;"MSK";"22";"Västernorrland";2012-04-01;2012-04-30
;;;2012-04-04;2012-04-25;"MSK";"23";"Jämtland";2012-04-01;2012-04-30
;;;2012-04-02;2012-04-11;"MSK";"24";"Västerbotten";2012-04-01;2012-04-30
;;;2012-04-04;2012-04-04;"MSK";"25";"Norrbotten";2012-04-01;2012-04-30
23;23;1;2012-05-02;2012-05-30;;"01";"Stockholms län";2012-05-01;2012-05-31
;;;2012-05-03;2012-05-15;"MSK";"03";"Uppsala län";2012-05-01;2012-05-31
;;;2012-05-11;2012-05-25;"MSK";"04";"Sörmland";2012-05-01;2012-05-31
;;;2012-05-03;2012-05-31;"MSK";"05";"Östergötland";2012-05-01;2012-05-31
;;;2012-05-03;2012-05-30;"MSK";"06";"Jönköpings län";2012-05-01;2012-05-31
;;;2012-05-03;2012-05-08;"MSK";"07";"Kronoberg";2012-05-01;2012-05-31
;;;2012-05-31;2012-05-31;"MSK";"08";"Kalmar län";2012-05-01;2012-05-31
;;;2012-05-09;2012-05-09;"MSK";"09";"Gotland";2012-05-01;2012-05-31
;;;2012-05-15;2012-05-29;"MSK";"10";"Blekinge";2012-05-01;2012-05-31
22;21;0,954545454545455;2012-05-08;2012-05-29;;"12";"Skåne";2012-05-01;2012-05-31
;;;2012-05-08;2012-05-31;"MSK";"13";"Halland";2012-05-01;2012-05-31
23;20;0,869565217391304;2012-05-02;2012-05-31;;"14";"Västra Götaland";2012-05-01;2012-05-31
;;;2012-05-04;2012-05-25;"MSK";"17";"Värmland";2012-05-01;2012-05-31
;;;2012-05-21;2012-05-24;"MSK";"19";"Västmanland";2012-05-01;2012-05-31
;;;2012-05-04;2012-05-28;"MSK";"20";"Dalarna";2012-05-01;2012-05-31
;;;2012-05-10;2012-05-15;"MSK";"21";"Gävleborg";2012-05-01;2012-05-31
;;;2012-05-23;2012-05-30;"MSK";"22";"Västernorrland";2012-05-01;2012-05-31
;;;2012-05-12;2012-05-30;"MSK";"23";"Jämtland";2012-05-01;2012-05-31
;;;2012-05-02;2012-05-02;"MSK";"24";"Västerbotten";2012-05-01;2012-05-31
;;;2012-05-23;2012-05-30;"MSK";"25";"Norrbotten";2012-05-01;2012-05-31
26;25;0,961538461538462;2012-06-04;2012-06-27;;"01";"Stockholms län";2012-06-01;2012-06-30
;;;2012-06-12;2012-06-19;"MSK";"03";"Uppsala län";2012-06-01;2012-06-30
;;;2012-06-08;2012-06-08;"MSK";"04";"Sörmland";2012-06-01;2012-06-30
10;8;0,8;2012-06-04;2012-06-21;;"05";"Östergötland";2012-06-01;2012-06-30
;;;2012-06-07;2012-06-19;"MSK";"06";"Jönköpings län";2012-06-01;2012-06-30
;;;2012-06-21;2012-06-21;"MSK";"07";"Kronoberg";2012-06-01;2012-06-30
;;;2012-06-21;2012-06-26;"MSK";"08";"Kalmar län";2012-06-01;2012-06-30
;;;2012-06-19;2012-06-19;"MSK";"10";"Blekinge";2012-06-01;2012-06-30
13;10;0,769230769230769;2012-06-05;2012-06-26;;"12";"Skåne";2012-06-01;2012-06-30
;;;2012-06-12;2012-06-28;"MSK";"13";"Halland";2012-06-01;2012-06-30
21;20;0,952380952380952;2012-06-05;2012-06-28;;"14";"Västra Götaland";2012-06-01;2012-06-30
;;;2012-06-01;2012-06-28;"MSK";"17";"Värmland";2012-06-01;2012-06-30
;;;2012-06-15;2012-06-29;"MSK";"18";"Örebro län";2012-06-01;2012-06-30
;;;2012-06-07;2012-06-21;"MSK";"19";"Västmanland";2012-06-01;2012-06-30
;;;2012-06-01;2012-06-29;"MSK";"20";"Dalarna";2012-06-01;2012-06-30
;;;2012-06-01;2012-06-28;"MSK";"21";"Gävleborg";2012-06-01;2012-06-30
;;;2012-06-20;2012-06-20;"MSK";"22";"Västernorrland";2012-06-01;2012-06-30
;;;2012-06-20;2012-06-26;"MSK";"23";"Jämtland";2012-06-01;2012-06-30
;;;2012-06-20;2012-06-20;"MSK";"24";"Västerbotten";2012-06-01;2012-06-30
;;;2012-06-07;2012-06-13;"MSK";"25";"Norrbotten";2012-06-01;2012-06-30
26;24;0,923076923076923;2012-07-02;2012-07-30;;"01";"Stockholms län";2012-07-01;2012-07-31
;;;2012-07-03;2012-07-20;"MSK";"03";"Uppsala län";2012-07-01;2012-07-31
;;;2012-07-06;2012-07-13;"MSK";"04";"Sörmland";2012-07-01;2012-07-31
;;;2012-07-05;2012-07-19;"MSK";"05";"Östergötland";2012-07-01;2012-07-31
;;;2012-07-12;2012-07-30;"MSK";"06";"Jönköpings län";2012-07-01;2012-07-31
;;;2012-07-03;2012-07-19;"MSK";"07";"Kronoberg";2012-07-01;2012-07-31
;;;2012-07-19;2012-07-19;"MSK";"08";"Kalmar län";2012-07-01;2012-07-31
;;;2012-07-10;2012-07-31;"MSK";"10";"Blekinge";2012-07-01;2012-07-31
13;13;1;2012-07-03;2012-07-31;;"12";"Skåne";2012-07-01;2012-07-31
;;;2012-07-05;2012-07-30;"MSK";"13";"Halland";2012-07-01;2012-07-31
18;17;0,944444444444444;2012-07-02;2012-07-26;;"14";"Västra Götaland";2012-07-01;2012-07-31
;;;2012-07-04;2012-07-20;"MSK";"17";"Värmland";2012-07-01;2012-07-31
;;;2012-07-06;2012-07-27;"MSK";"18";"Örebro län";2012-07-01;2012-07-31
;;;2012-07-03;2012-07-06;"MSK";"19";"Västmanland";2012-07-01;2012-07-31
;;;2012-07-20;2012-07-20;"MSK";"20";"Dalarna";2012-07-01;2012-07-31
;;;2012-07-05;2012-07-18;"MSK";"21";"Gävleborg";2012-07-01;2012-07-31
;;;2012-07-11;2012-07-25;"MSK";"22";"Västernorrland";2012-07-01;2012-07-31
;;;2012-07-11;2012-07-11;"MSK";"23";"Jämtland";2012-07-01;2012-07-31
;;;2012-07-11;2012-07-18;"MSK";"24";"Västerbotten";2012-07-01;2012-07-31
;;;2012-07-11;2012-07-18;"MSK";"25";"Norrbotten";2012-07-01;2012-07-31
23;23;1;2012-08-01;2012-08-29;;"01";"Stockholms län";2012-08-01;2012-08-31
;;;2012-08-07;2012-08-28;"MSK";"03";"Uppsala län";2012-08-01;2012-08-31
;;;2012-08-09;2012-08-09;"MSK";"04";"Sörmland";2012-08-01;2012-08-31
;;;2012-08-02;2012-08-30;"MSK";"05";"Östergötland";2012-08-01;2012-08-31
;;;2012-08-16;2012-08-16;"MSK";"06";"Jönköpings län";2012-08-01;2012-08-31
;;;2012-08-06;2012-08-06;"MSK";"07";"Kronoberg";2012-08-01;2012-08-31
;;;2012-08-02;2012-08-30;"MSK";"08";"Kalmar län";2012-08-01;2012-08-31
;;;2012-08-06;2012-08-20;"MSK";"09";"Gotland";2012-08-01;2012-08-31
;;;2012-08-07;2012-08-14;"MSK";"10";"Blekinge";2012-08-01;2012-08-31
20;17;0,85;2012-08-02;2012-08-31;;"12";"Skåne";2012-08-01;2012-08-31
;;;2012-08-14;2012-08-31;"MSK";"13";"Halland";2012-08-01;2012-08-31
18;14;0,777777777777778;2012-08-01;2012-08-31;;"14";"Västra Götaland";2012-08-01;2012-08-31
;;;2012-08-09;2012-08-24;"MSK";"17";"Värmland";2012-08-01;2012-08-31
;;;2012-08-24;2012-08-24;"MSK";"18";"Örebro län";2012-08-01;2012-08-31
;;;2012-08-16;2012-08-31;"MSK";"19";"Västmanland";2012-08-01;2012-08-31
